,"""cms_id""","""agency_name""","""addr1""","""addr2""","""city""","""state""","""zip""","""county""","""phone_number""","""website""","""ownership_types""","""data_source"""
762,"""M0536""","""BARRY LATHAM'S DRUG""","""8180 AL HIGHWAY 69""",,"""GUNTERSVILLE""","""AL""","""35976""",,"""(256) 753-9500""",,"""private""","""{suppliers}"""
763,"""M0537""","""LINCARE INC""","""3605 SUMMERVILLE RD""",,"""PHENIX CITY""","""AL""","""36867""",,"""(334) 298-0070""",,"""private""","""{suppliers}"""
764,"""M0538""","""SLEEP MANAGEMENT, L.L.C. DBA VIEMED""","""11 NORTH WATER STREET""","""SUITE 10290 UNIT# 1066/1067""","""MOBILE""","""AL""","""36602""",,"""(251) 272-3220""",,"""private""","""{suppliers}"""
765,"""M0539""","""SCHAEFFER EYE CENTER""","""129 N CHALKVILLE RD""",,"""TRUSSVILLE""","""AL""","""35173""",,"""(205) 445-2020""",,"""private""","""{suppliers}"""
766,"""M0540""","""HERITAGE PHARMACY""","""1701 MAIN AVE SW""","""STE C""","""CULLMAN""","""AL""","""35055""",,"""(256) 737-3773""",,"""private""","""{suppliers}"""
767,"""M0541""","""J & A PHARMACY OF GLENCOE INC""","""544 MAIN ST W""",,"""GLENCOE""","""AL""","""35905""",,"""(256) 492-9341""",,"""private""","""{suppliers}"""
768,"""M0542""","""KROGER PHARMACY #508""","""2110 OAKWOOD AVE""",,"""HUNTSVILLE""","""AL""","""35810""",,"""(256) 539-5136""",,"""private""","""{suppliers}"""
769,"""M0543""","""MONTEVALLO DRUG""","""3990 HIGHWAY 25""",,"""MONTEVALLO""","""AL""","""35115""",,"""(205) 665-1261""",,"""private""","""{suppliers}"""
770,"""M0544""","""WALMART PHARMACY 10-0766""","""3100 HOUGH RD""",,"""FLORENCE""","""AL""","""35630""",,"""(256) 767-4725""",,"""private""","""{suppliers}"""
771,"""M0545""","""WALGREENS #2203""","""3892 ATLANTA HWY""",,"""MONTGOMERY""","""AL""","""36109""",,"""(334) 270-0757""",,"""private""","""{suppliers}"""
772,"""M0546""","""OPTUM INFUSION SERVICES 206, INC.""","""1201 MONTLIMAR DR""","""STE 900""","""MOBILE""","""AL""","""36609""",,"""(251) 476-1866""",,"""private""","""{suppliers}"""
773,"""M0547""","""CLARK WEEKS PC""","""768 US HIGHWAY 43""",,"""WINFIELD""","""AL""","""35594""",,"""(205) 487-2860""",,"""private""","""{suppliers}"""
774,"""M0548""","""WALGREENS #7962""","""12 SHELTON BEACH RD""",,"""SARALAND""","""AL""","""36571""",,"""(251) 675-1091""",,"""private""","""{suppliers}"""
775,"""M0549""","""OXYGULF""","""58 N FLORIDA ST""",,"""MOBILE""","""AL""","""36607""",,"""(251) 473-4200""",,"""private""","""{suppliers}"""
776,"""M0550""","""PRECISION OPTICAL LLC""","""700 HELEN KELLER BLVD""",,"""TUSCALOOSA""","""AL""","""35404""",,"""(205) 556-6115""",,"""private""","""{suppliers}"""
777,"""M0551""","""COMMUNITY, WALGREENS PHARMACY 21266""","""6395 AIRPORT BLVD""","""STE A""","""MOBILE""","""AL""","""36608""",,"""(251) 288-6077""",,"""private""","""{suppliers}"""
778,"""M0552""","""CCI RETAIL PHARMACY""","""3601 CCI DRIVE""","""STE 12""","""HUNTSVILLE""","""AL""","""35805""",,"""(256) 327-5900""",,"""private""","""{suppliers}"""
779,"""M0553""","""CVS PHARMACY #04909""","""3680 HIGHWAY 14""",,"""MILLBROOK""","""AL""","""36054""",,"""(334) 285-3041""",,"""private""","""{suppliers}"""
780,"""M0554""","""WALMART PHARMACY 10-4672""","""1600 FEDERAL DR""",,"""MONTGOMERY""","""AL""","""36109""",,"""(334) 777-5871""",,"""private""","""{suppliers}"""
781,"""M0555""","""WALGREENS #6843""","""2281 E SOUTH BLVD""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 286-6678""",,"""private""","""{suppliers}"""
782,"""M0556""","""HAYDEN FAMILY PHARMACY""","""4086 ST HWY 160""",,"""HAYDEN""","""AL""","""35079""",,"""(205) 590-1515""",,"""private""","""{suppliers}"""
783,"""M0557""","""JOHNSON RX PHARMACY""","""4055 AL HIGHWAY 9""","""STE F""","""CEDAR BLUFF""","""AL""","""35959""",,"""(256) 779-3000""",,"""private""","""{suppliers}"""
784,"""M0558""","""PUBLIX PHARMACY #1525""","""1147 US HWY 231 SOUTH""",,"""TROY""","""AL""","""36081""",,"""(334) 807-5765""",,"""private""","""{suppliers}"""
785,"""M0559""","""MOBILITY CENTRAL INC""","""400 OLDE TOWNE RD""",,"""VESTAVIA""","""AL""","""35216""",,"""2059160000000""",,"""private""","""{suppliers}"""
786,"""M0560""","""AIM PLUS MEDICAL SUPPLIES, LLC""","""6521 HIGHWAY 69 S""","""STE N""","""TUSCALOOSA""","""AL""","""35405""",,"""(866) 919-1246""",,"""private""","""{suppliers}"""
787,"""M0561""","""CVS PHARMACY # 04828""","""3022 ALLISON BONNETT DRIVE""",,"""HUEYTOWN""","""AL""","""35023""",,"""(205) 744-0071""",,"""private""","""{suppliers}"""
788,"""M0562""","""WALMART PHARMACY 10-1091""","""1991 DR MLK KING JR XPRESSWAY""",,"""ANDALUSIA""","""AL""","""36420""",,"""(334) 222-8563""",,"""private""","""{suppliers}"""
789,"""M0563""","""BOOZER EYECARE ASSOCIATES, P.C.""","""1693 FIELD OF MIRACLES DR""",,"""CULLMAN""","""AL""","""35055""",,"""(256) 739-4000""",,"""private""","""{suppliers}"""
790,"""M0564""","""HAMILTON VISION & EYE CARE""","""1520 MILITARY ST S""",,"""HAMILTON""","""AL""","""35570""",,"""(205) 921-5499""",,"""private""","""{suppliers}"""
791,"""M0565""","""PERSONAL TOUCH HEALTHCARE AND PHARM""","""824 6TH AVE SE""",,"""DECATUR""","""AL""","""35601""",,"""(256) 350-4782""",,"""private""","""{suppliers}"""
792,"""M0566""","""LENSCRAFTERS #3337""","""2601 S MCKENZIE ST""","""STE 234""","""FOLEY""","""AL""","""36535""",,"""(251) 943-4667""",,"""private""","""{suppliers}"""
793,"""M0567""","""J & S DRUGS INC""","""1130 WALNUT ST""",,"""CENTREVILLE""","""AL""","""35042""",,"""(205) 926-4821""",,"""private""","""{suppliers}"""
794,"""M0568""","""THE NEW YOU LLC""","""436 CHESTNUT ST""",,"""GADSDEN""","""AL""","""35901""",,"""(256) 546-6398""",,"""private""","""{suppliers}"""
795,"""M0569""","""CVS PHARMACY #04946""","""113 3RD ST SE""",,"""ALICEVILLE""","""AL""","""35442""",,"""(205) 373-8475""",,"""private""","""{suppliers}"""
796,"""M0570""","""PUBLIX PHARMACY #1612""","""1660 OLD MONROVIA RD NW""",,"""HUNTSVILLE""","""AL""","""35806""",,"""(256) 970-6319""",,"""private""","""{suppliers}"""
797,"""M0571""","""DME OF ALABAMA""","""117 WHOLESALE AVE""","""STE 10""","""HUNTSVILLE""","""AL""","""35811""",,"""(256) 288-3875""",,"""private""","""{suppliers}"""
798,"""M0572""","""DR. WILLIAM D. ALLEN OPTOMETRIST""","""717 N 3 NOTCH ST""",,"""TROY""","""AL""","""36081""",,"""(334) 566-3615""",,"""private""","""{suppliers}"""
799,"""M0573""","""REST EASY MEDICAL, LLC""","""517 CAHABA PARK CIR""",,"""BIRMINGHAM""","""AL""","""35242""",,"""(205) 635-2727""",,"""private""","""{suppliers}"""
800,"""M0574""","""HOMETOWN HEALTHCARE INC""","""107 E CASTLE DR""","""SUITE C""","""MADISON""","""AL""","""35758""",,"""(256) 430-9897""",,"""private""","""{suppliers}"""
801,"""M0575""","""PUBLIX PHARMACY #0573""","""6707 HIGHWAY 431 S""",,"""OWENS CROSS ROADS""","""AL""","""35763""",,"""(256) 512-5679""",,"""private""","""{suppliers}"""
802,"""M0576""","""US BIOSERVICES""","""2811 HORACE SHEPARD DR""","""STE 100""","""DOTHAN""","""AL""","""36303""",,"""(877) 900-7365""",,"""private""","""{suppliers}"""
803,"""M0577""","""L & L MEDICAL INC""","""250 GOVERNORS DR SE""","""STE C""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 533-2239""",,"""private""","""{suppliers}"""
804,"""M0578""","""MCCONAGHY DRUG STORE INC""","""5565 HIGHWAY 43""",,"""SATSUMA""","""AL""","""36572""",,"""(251) 675-2070""",,"""private""","""{suppliers}"""
805,"""M0579""","""DRUID CITY INFUSION""","""611 MCFARLAND BLVD""","""STE C""","""NORTHPORT""","""AL""","""35476""",,"""(205) 409-9601""",,"""private""","""{suppliers}"""
806,"""M0580""","""HEALTH NOW JACKSON""","""3802 N COLLEGE AVE""","""STE 107""","""JACKSON""","""AL""","""36545""",,"""(601) 693-2484""",,"""private""","""{suppliers}"""
807,"""M0581""","""WINN DIXIE PHARMACY #435""","""4476 MONTEVALLO RD""",,"""BIRMINGHAM""","""AL""","""35213""",,"""(205) 951-9711""",,"""private""","""{suppliers}"""
808,"""M0582""","""CVS PHARMACY # 04858""","""100 HIGHWAY 231 S""",,"""TROY""","""AL""","""36081""",,"""(334) 566-9324""",,"""private""","""{suppliers}"""
809,"""M0583""","""CVS PHARMACY # 04912""","""2000 CENTER POINT PKWY""",,"""CENTER POINT""","""AL""","""35215""",,"""(205) 853-8001""",,"""private""","""{suppliers}"""
810,"""M0584""","""CVS PHARMACY # 07668""","""19215 N 3RD ST""",,"""CITRONELLE""","""AL""","""36522""",,"""(251) 866-9253""",,"""private""","""{suppliers}"""
811,"""M0585""","""WALMART PHARMACY 10-0356""","""1717 S COLLEGE ST""",,"""AUBURN""","""AL""","""36832""",,"""(334) 821-2616""",,"""private""","""{suppliers}"""
812,"""M0586""","""SOUTHEAST DIABETES INC""","""31 INVERNESS CENTER PKWY""","""STE 400""","""BIRMINGHAM""","""AL""","""35242""",,"""(205) 783-5111""",,"""private""","""{suppliers}"""
813,"""M0587""","""CVS PHARMACY #04938""","""208 MCMEANS AVE""",,"""BAY MINETTE""","""AL""","""36507""",,"""(251) 937-4267""",,"""private""","""{suppliers}"""
814,"""M0588""","""PUBLIX PHARMACY #1207""","""1584 MONTGOMERY HWY""",,"""HOOVER""","""AL""","""35216""",,"""(205) 824-7223""",,"""private""","""{suppliers}"""
815,"""M0589""","""WALGREENS #4846""","""2301 CENTER POINT PKWY""",,"""BIRMINGHAM""","""AL""","""35215""",,"""(205) 853-8360""",,"""private""","""{suppliers}"""
816,"""M0590""","""KROGER PHARMACY #260""","""300 DEAN RD""","""STE F""","""AUBURN""","""AL""","""36830""",,"""(334) 821-1717""",,"""private""","""{suppliers}"""
817,"""M0591""","""WINN DIXIE PHARMACY #446""","""4724 MOBILE HWY""",,"""MONTGOMERY""","""AL""","""36108""",,"""(334) 286-8182""",,"""private""","""{suppliers}"""
818,"""M0592""","""DOWNEY DRUG""","""2427 AL HIGHWAY 202""","""STE A""","""ANNISTON""","""AL""","""36201""",,"""(256) 237-9426""",,"""private""","""{suppliers}"""
819,"""M0593""","""KERLEY MEDICAL EQUIPMENT & SUPPLY I""","""4851 WHITESBURG DR SE""","""STE D2""","""HUNTSVILLE""","""AL""","""35802""",,"""(256) 519-2386""",,"""private""","""{suppliers}"""
820,"""M0594""","""MILNER RUSHING DISCOUNT DRUGS INC""","""202 W AVALON AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 386-5220""",,"""private""","""{suppliers}"""
821,"""M0595""","""MARTIN'S PHARMACY 203""","""1801 QUINTARD AVE""",,"""ANNISTON""","""AL""","""36201""",,"""(256) 403-0500""",,"""private""","""{suppliers}"""
822,"""M0596""","""ALABAMA ARTIFICIAL & ORTHOPEDIC SER""","""1223 E SOUTH BLVD""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 284-0250""",,"""private""","""{suppliers}"""
823,"""M0597""","""BLUE & GRAY DRUGS""","""804 MAIN ST NE""",,"""HANCEVILLE""","""AL""","""35077""",,"""(256) 352-4371""",,"""private""","""{suppliers}"""
824,"""M0598""","""WINN DIXIE PHARMACY #528""","""10 MCFARLAND BLVD""",,"""NORTHPORT""","""AL""","""35476""",,"""(205) 345-2756""",,"""private""","""{suppliers}"""
825,"""M0599""","""MEDICO INC""","""804 C 7TH ST N""",,"""CLANTON""","""AL""","""35045""",,"""(205) 280-3700""",,"""private""","""{suppliers}"""
826,"""M0600""","""JETT MEDICAL CO LLC""","""1209 LAKE DR SE""","""STE 111""","""BESSEMER""","""AL""","""35022""",,"""(205) 481-9344""",,"""private""","""{suppliers}"""
827,"""M0601""","""HOSPITAL DISCOUNT PHARMACY-EAST""","""1557 3RD ST NE""",,"""CULLMAN""","""AL""","""35055""",,"""(256) 734-2325""",,"""private""","""{suppliers}"""
828,"""M0602""","""WALGREENS #6033""","""1815 9TH AVE N""",,"""BESSEMER""","""AL""","""35020""",,"""(205) 425-1757""",,"""private""","""{suppliers}"""
829,"""M0603""","""CVS PHARMACY #11016""","""4645 AIRPORT BLVD""",,"""MOBILE""","""AL""","""36608""",,"""(251) 266-7994""",,"""private""","""{suppliers}"""
830,"""M0604""","""CVS PHARMACY # 04829""","""418 W VALLEY AVE""",,"""HOMEWOOD""","""AL""","""35209""",,"""(205) 942-7503""",,"""private""","""{suppliers}"""
831,"""M0605""","""EYE CARE ASSOCIATES""","""606 S GEORGE WALLACE DR""",,"""TROY""","""AL""","""36081""",,"""(334) 566-2020""",,"""private""","""{suppliers}"""
832,"""M0606""","""PUBLIX PHARMACY # 0075""","""4851 RICE MINE RD NE""","""STE 200""","""TUSCALOOSA""","""AL""","""35406""",,"""(205) 247-4721""",,"""private""","""{suppliers}"""
833,"""M0607""","""WALGREENS #4589""","""9458 HELENA RD""",,"""PELHAM""","""AL""","""35124""",,"""(205) 444-9488""",,"""private""","""{suppliers}"""
834,"""M0608""","""WAL MART PHARMACY 10-0332""","""6140 A UNIVERSITY DR NW""",,"""HUNTSVILLE""","""AL""","""35806""",,"""(256) 837-1656""",,"""private""","""{suppliers}"""
835,"""M0609""","""CVS PHARMACY #16830""","""2640 ENTERPRISE DR""",,"""OPELIKA""","""AL""","""36801""",,"""(334) 745-4304""",,"""private""","""{suppliers}"""
836,"""M0610""","""WAL MART PHARMACY 105098""","""1970 S UNIVERSITY BLVD""",,"""MOBILE""","""AL""","""36609""",,"""(251) 666-6988""",,"""private""","""{suppliers}"""
837,"""M0611""","""WALMART PHARMACY 10-7324""","""2165 WINCHESTER RD NE""",,"""HUNTSVILLE""","""AL""","""35811""",,"""(256) 716-6771""",,"""private""","""{suppliers}"""
838,"""M0612""","""AT HOME MEDICAL, INC.""","""206 E BROAD ST""",,"""EUFAULA""","""AL""","""36027""",,"""(334) 232-4341""",,"""private""","""{suppliers}"""
839,"""M0613""","""CVS PHARMACY #04967""","""2828 MOODY PKWY""",,"""MOODY""","""AL""","""35004""",,"""(205) 640-7166""",,"""private""","""{suppliers}"""
840,"""M0614""","""THE PINK ALTERNATIVE LLC""","""3000 HARTFORD HWY""","""STE 1""","""DOTHAN""","""AL""","""36305""",,"""(334) 446-3337""",,"""private""","""{suppliers}"""
841,"""M0615""","""CVS PHARMACY #10898""","""9917A SPANISH FORT BLVD""",,"""SPANISH FORT""","""AL""","""36527""",,"""(251) 626-3113""",,"""private""","""{suppliers}"""
842,"""M0616""","""CVS PHARMACY #10076""","""850 BOLL WEEVIL CIRCLE""",,"""ENTERPRISE""","""AL""","""36330""",,"""(334) 347-9949""",,"""private""","""{suppliers}"""
843,"""M0617""","""PUBLIX PHARMACY #1085""","""3141 OVERTON RD""",,"""MOUNTAIN BRK""","""AL""","""35223""",,"""(205) 967-2315""",,"""private""","""{suppliers}"""
844,"""M0618""","""CENTRAL ALABAMA BRACING""","""1286 OAK GROVE RD""","""STE 106""","""BIRMINGHAM""","""AL""","""35209""",,"""(205) 536-7164""",,"""private""","""{suppliers}"""
845,"""M0619""","""SOUTHERN MEDICAL EQUIPMENT CORP.""","""3002 BOB WALLACE AVENUE""",,"""HUNTSVILLE""","""AL""","""35805""",,"""(256) 533-4454""",,"""private""","""{suppliers}"""
846,"""M0620""","""CVS PHARMACY # 07077""","""1204 DR. MLK EXPRESSWAY""",,"""AUDALUSIA""","""AL""","""36420""",,"""(334) 222-0518""",,"""private""","""{suppliers}"""
847,"""M0621""","""MED-SOUTH, INC.""","""345 SAINT LUKES DR""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 593-8539""",,"""private""","""{suppliers}"""
848,"""M0622""","""WALGREENS #7791""","""101 DOUG BAKER BLVD""",,"""BIRMINGHAM""","""AL""","""35242""",,"""(205) 437-9467""",,"""private""","""{suppliers}"""
849,"""M0623""","""CVS PHARMACY #10181""","""5400 HIGHWAY 280""",,"""HOOVER""","""AL""","""35242""",,"""(205) 980-7670""",,"""private""","""{suppliers}"""
850,"""M0624""","""CVS PHARMACY # 01824""","""5405 SUMMERVILLE RD""",,"""PHENIX CITY""","""AL""","""36867""",,"""(334) 214-4508""",,"""private""","""{suppliers}"""
851,"""M0625""","""WALGREENS #6483""","""2515 CRAWFORD RD""",,"""PHENIX CITY""","""AL""","""36867""",,"""(334) 297-3722""",,"""private""","""{suppliers}"""
852,"""M0626""","""WALMART PHARMACY 10-0562""","""8551 WHITFIELD AVE""",,"""LEEDS""","""AL""","""35094""",,"""(205) 699-0677""",,"""private""","""{suppliers}"""
853,"""M0627""","""HANGER CLINIC""","""2504 DAUPHIN ST""","""STE M""","""MOBILE""","""AL""","""36606""",,"""(251) 471-0071""",,"""private""","""{suppliers}"""
854,"""M0628""","""WALMART PHARMACY 10-1052""","""3186 HIGHWAY 171 N""",,"""FAYETTE""","""AL""","""35555""",,"""(205) 932-2737""",,"""private""","""{suppliers}"""
855,"""M0629""","""THE PILLBOX PHARMACY""","""474 HIGHWAY 67 S""",,"""DECATUR""","""AL""","""35603""",,"""(256) 353-0100""",,"""private""","""{suppliers}"""
856,"""M0630""","""WALMART PHARMACY 10-6173""","""21141 STATE HIGHWAY 59""",,"""ROBERTSDALE""","""AL""","""36567""",,"""(251) 947-4412""",,"""private""","""{suppliers}"""
857,"""M0631""","""CVS PHARMACY # 04884""","""8503 OLD MADISON PIKE""",,"""MADISON""","""AL""","""35758""",,"""(256) 461-7693""",,"""private""","""{suppliers}"""
858,"""M0632""","""MARTIN'S PHARMACY""","""610 QUINTARD DR""",,"""OXFORD""","""AL""","""36203""",,"""(256) 831-6116""",,"""private""","""{suppliers}"""
859,"""M0633""","""SAM'S PHARMACY 10-8247""","""201 LAKESHORE PKWY""",,"""HOMEWOOD""","""AL""","""35209""",,"""(205) 941-0376""",,"""private""","""{suppliers}"""
860,"""M0634""","""WALGREENS #12911""","""1400 GUNTER AVE""",,"""GUNTERSVILLE""","""AL""","""35976""",,"""(256) 582-2513""",,"""private""","""{suppliers}"""
861,"""M0635""","""MOBILITY PRODUCTS INC""","""2944 ROSS CLARK CIRCLE""",,"""DOTHAN""","""AL""","""36301""",,"""(334) 699-3009""",,"""private""","""{suppliers}"""
862,"""M0636""","""WALGREENS #7609""","""2050 GOVERNMENT ST""",,"""MOBILE""","""AL""","""36606""",,"""(251) 476-1825""",,"""private""","""{suppliers}"""
863,"""M0637""","""PUBLIX PHARMACY #1785""","""9040 MEMORIAL PKWY SW""",,"""HUNTSVILLE""","""AL""","""35802""",,"""(256) 970-6497""",,"""private""","""{suppliers}"""
864,"""M0638""","""WALGREEN STORE #6639""","""370 SCHILLINGER RD SOUTH""",,"""MOBILE""","""AL""","""36608""",,"""(251) 776-6347""",,"""private""","""{suppliers}"""
865,"""M0639""","""PUBLIX PHARMACY #1409""","""322 COX CREEK PKWY""",,"""FLORENCE""","""AL""","""35630""",,"""(256) 718-7195""",,"""private""","""{suppliers}"""
866,"""M0640""","""COMPLETE CARE INC""","""503 GAULT AVE S""",,"""FORT PAYNE""","""AL""","""35967""",,"""(256) 845-2655""",,"""private""","""{suppliers}"""
867,"""M0641""","""HELEN KELLER HOSPITAL HOME MEDICAL""","""1111 S RALEIGH AVE""","""STE 900""","""SHEFFIELD""","""AL""","""35660""",,"""(256) 766-7015""",,"""private""","""{suppliers}"""
868,"""M0642""","""DRAKE EYE CENTER""","""697 HWY 31 N""",,"""HARTSELLE""","""AL""","""35640""",,"""(256) 773-3997""",,"""private""","""{suppliers}"""
869,"""M0643""","""WALMART PHARMACY 10-4330""","""16077 HIGHWAY 280""",,"""CHELSEA""","""AL""","""35043""",,"""(205) 678-2299""",,"""private""","""{suppliers}"""
870,"""M0644""","""CVS PHARMACY #04667""","""100 HUNTLEY PKWY""",,"""PELHAM""","""AL""","""35124""",,"""(205) 685-0146""",,"""private""","""{suppliers}"""
871,"""M0645""","""CVS PHARMACY # 04834""","""101 N AIRPORT RD""",,"""JASPER""","""AL""","""35504""",,"""(205) 387-0572""",,"""private""","""{suppliers}"""
872,"""M0646""","""CVS PHARMACY # 10811""","""1218 UNIVERSITY BLVD""",,"""TUSCALOOSA""","""AL""","""35401""",,"""(205) 349-2660""",,"""private""","""{suppliers}"""
873,"""M0647""","""HCS HEALTH CARE SOLUTIONS""","""1230 HELTON DR""",,"""FLORENCE""","""AL""","""35630""",,"""(256) 768-0404""",,"""private""","""{suppliers}"""
874,"""M0648""","""EYECARE PROFESSIONALS, PC""","""15255 HIGHWAY 43""","""STE 1""","""RUSSELLVILLE""","""AL""","""35653""",,"""(256) 332-5440""",,"""private""","""{suppliers}"""
875,"""M0649""","""SAMS PHARMACY 10-4776""","""5651 HOLMES AVE NW""",,"""HUNTSVILLE""","""AL""","""35816""",,"""(256) 837-7212""",,"""private""","""{suppliers}"""
876,"""M0650""","""BAY HOME MEDICAL SERVICES INC""","""1218 MONTLIMAR DR""","""STE C""","""MOBILE""","""AL""","""36609""",,"""(215) 478-5111""",,"""private""","""{suppliers}"""
877,"""M0651""","""SOLARA DOTHAN AL""","""111 ADRIS PL""","""STE 7""","""DOTHAN""","""AL""","""36303""",,"""(877) 211-1309""",,"""private""","""{suppliers}"""
878,"""M0652""","""VISION PARTNERS""","""601 PROVIDENCE PARK DR E""",,"""MOBILE""","""AL""","""36695""",,"""(251) 650-2020""",,"""private""","""{suppliers}"""
879,"""M0653""","""INOGEN INC""","""1403 WEATHERLY PLAZA""","""STE 108""","""HUNTSVILLE""","""AL""","""35803""",,"""(256) 867-4753""",,"""private""","""{suppliers}"""
880,"""M0654""","""IDER DISCOUNT DRUGS""","""10705 ALABAMA HIGHWAY 75""",,"""IDER""","""AL""","""35981""",,"""(256) 657-5151""",,"""private""","""{suppliers}"""
881,"""M0655""","""ALABAMA PAIN CONSULTANTS""","""2017 CANYON RD""","""STE 21B""","""VESTAVIA HILLS""","""AL""","""35216""",,"""(205) 871-7294""",,"""private""","""{suppliers}"""
882,"""M0656""","""OMNICARE OF HUNTSVILLE""","""6767 OLD MADISON PIKE NW""","""STE 220""","""HUNTSVILLE""","""AL""","""35806""",,"""(601) 956-6228""",,"""private""","""{suppliers}"""
883,"""M0657""","""DR BRUCE A PERRY""","""124 16TH ST NE""",,"""FAYETTE""","""AL""","""35555""",,"""(205) 932-5286""",,"""private""","""{suppliers}"""
884,"""M0658""","""BENDALLS PHARMACY INC""","""1316A STRATFORD RD SE""",,"""DECATUR""","""AL""","""35601""",,"""(256) 353-2021""",,"""private""","""{suppliers}"""
885,"""M0659""","""HCS HEALTH CARE SOLUTIONS""","""3224 RAINBOW DR""","""STE 6""","""RAINBOW CITY""","""AL""","""35906""",,"""(256) 442-1187""",,"""private""","""{suppliers}"""
886,"""M0660""","""DOTHAN OPTOMETRIC CLINIC""","""200 MEDICAL CARE WAY""",,"""DOTHAN""","""AL""","""36303""",,"""(334) 794-8797""",,"""private""","""{suppliers}"""
887,"""M0661""","""280 MEDICAL SUPPLY""","""11600 OLD HIGHWAY 280""",,"""CHELSEA""","""AL""","""35043""",,"""(205) 678-8755""",,"""private""","""{suppliers}"""
888,"""M0662""","""WIREGRASS HME""","""566 W CARROLL ST""","""STE 3""","""DOTHAN""","""AL""","""36301""",,"""(334) 446-5285""",,"""private""","""{suppliers}"""
889,"""M0663""","""CVS PHARMACY #04951""","""3303 CLAIRMONT AVE S""",,"""BIRMINGHAM""","""AL""","""35222""",,"""(205) 322-3055""",,"""private""","""{suppliers}"""
890,"""M0664""","""CVS PHARMACY # 04888""","""4453 OLD SHELL RD""",,"""MOBILE""","""AL""","""36608""",,"""(251) 344-9770""",,"""private""","""{suppliers}"""
891,"""M0665""","""COMMUNITY HEALTH INC""","""16422 HIGHWAY 72""",,"""ROGERSVILLE""","""AL""","""35652""",,"""(256) 247-7094""",,"""private""","""{suppliers}"""
892,"""M0666""","""MICHAEL O STUTTS OD, LLC""","""401 COX BLVD""","""STE B""","""SHEFFIELD""","""AL""","""35660""",,"""(256) 314-4424""",,"""private""","""{suppliers}"""
893,"""M0667""","""JACK'S DISCOUNT PHARMACY""","""23010 HIGHWAY 5""",,"""WEST BLOCTON""","""AL""","""35184""",,"""(205) 938-9588""",,"""private""","""{suppliers}"""
894,"""M0668""","""WAL MART PHARMACY #10-5174""","""7855 MOFFETT RD""",,"""SEMMES""","""AL""","""36575""",,"""(251) 645-8184""",,"""private""","""{suppliers}"""
895,"""M0669""","""KCI USA INC""","""2714 COMMERCE SQ E""","""BLDG IV""","""IRONDALE""","""AL""","""35210""",,"""(205) 956-2415""",,"""private""","""{suppliers}"""
896,"""M0670""","""EYECARE ASSOICATES INC""","""2525 CENTER POINT PKWY""",,"""BIRMINGHAM""","""AL""","""35215""",,"""(205) 854-6080""",,"""private""","""{suppliers}"""
897,"""M0671""","""HYATTS MARKET INC""","""70 MCHANN RD""",,"""ADDISON""","""AL""","""35540""",,"""(256) 747-6066""",,"""private""","""{suppliers}"""
898,"""M0672""","""DAVIS DRUG COMPANY INC""","""111 S MAIN ST""",,"""COLUMBIANA""","""AL""","""35051""",,"""(205) 669-6713""",,"""private""","""{suppliers}"""
899,"""M0673""","""HANGER PROSTHETICS & ORTHOTICS INC""","""801 CHURCH ST NE""","""STE 4""","""DECATUR""","""AL""","""35601""",,"""(256) 353-5226""",,"""private""","""{suppliers}"""
900,"""M0674""","""ORTHOSPORTS ASSOCIATES LLC""","""150 GILBREATH DR""",,"""ONEONTA""","""AL""","""35121""",,"""(205) 814-6203""",,"""private""","""{suppliers}"""
901,"""M0675""","""PUBLIX PHARMACY #1512""","""230 20TH ST S""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(205) 250-7174""",,"""private""","""{suppliers}"""
902,"""M0676""","""B & F DRUGS INC""","""16900 JORDAN STREET""",,"""CHATOM""","""AL""","""36518""",,"""(251) 847-2250""",,"""private""","""{suppliers}"""
903,"""M0677""","""PHARMERICA""","""509 MINERAL TRCE""","""STE 200""","""HOOVER""","""AL""","""35244""",,"""(800) 476-7874""",,"""private""","""{suppliers}"""
904,"""M0678""","""COASTAL THERAPEUTICS INC""","""28260 US HWY 98""","""STE 4""","""DAPHNE""","""AL""","""36526""",,"""(251) 626-5691""",,"""private""","""{suppliers}"""
905,"""M0679""","""PUBLIX PHARMACY #1692""","""3201 ENDEAVOR LN""",,"""VESTAVIA""","""AL""","""35242""",,"""(205) 967-5338""",,"""private""","""{suppliers}"""
906,"""M0680""","""CVS PHARMACY #00585""","""9505 VAUGHN RD""",,"""PIKE ROAD""","""AL""","""36064""",,"""(334) 277-1153""",,"""private""","""{suppliers}"""
907,"""M0681""","""WALGREENS #15501""","""1086 JEFF RD NW""",,"""HUNTSVILLE""","""AL""","""35806""",,"""(256) 721-2751""",,"""private""","""{suppliers}"""
908,"""M0682""","""CVS PHARMACY #04934""","""2514 CRAWFORD RD""",,"""PHENIX CITY""","""AL""","""36867""",,"""(334) 297-6593""",,"""private""","""{suppliers}"""
909,"""M0683""","""INFINITY O & P INC""","""909 FRANKLIN ST SE""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 539-7997""",,"""private""","""{suppliers}"""
